name,Tc
La2Tl2Sr2Cu3O11,37
La2Sn5,5.4
La2Sb1,3.025
La2Rh3Sn5,1.85
La2Rh3Si5,4.4
La2Pt3Ge5,8.1
La2Ni1Ge3,0.394
La2Ir3Si5,1.99
La2Cu1O4.32,37.5
La2Cu1O4.13,31
La2Cu1O4.12,43
La2Cu1O4.11,43.5
La2Cu1O4.095,37.8
La2Cu1O4.093,45
La2Cu1O4.086,45.2
La2Cu1O4.075,45
La2Cu1O4.07,40.4
La2Cu1O4.068,36
La2Cu1O4.066,38
La2Cu1O4.0625,17
La2Cu1O4.054,29.1
La2Cu1O4.05,32
La2Cu1O4.047,29.7
La2Cu1O4.044,34
La2Cu1O4.035,35
La2Cu1O4.034,30.7
La2Cu1O4.032,30
La2Cu1O4.022,42
La2Cu1O4.017,34.7
La2Cu1O4.012,32
La2Cu1O4.005,32
La2Cu1FO4,40
La2Cu0.99Zn0.01O4.099,29.3
La2Cu0.98Zn0.02O4.099,19.2
La2Cu0.985V0.015O4.021,40
La2Cu0.97Zn0.03O4.1,7.3
La2Cu0.975V0.025O4.032,40
La2Cu0.965V0.035O4.045,40
La2Cu0.955V0.045O4.056,40
La2Ca2Ba2Cu3O13.712,76
La2C2Br2,7.03
La2Ba4Cu6O13.8,65
La2.9Gd0.3Ca0.6Ba3.2Cu0.3O16.503,58
La2.9Ce0.1Ni2B2N2.7,4.9
La2.9952Gd0.0048In1,8.5
La2.98Ce0.02In1,8.2
La2.9889Gd0.0111In1,7.92
La2.9745Gd0.0255In1,6.92
La2.9706Gd0.0294In1,6
La2.96Ce0.04In1,7.01
La2.9628Gd0.0372In1,5.04
La2.9602Gd0.0398In1,6.04
La2.95Ce0.05Ni2B2N2.7,10.2
La2.9579Ce0.0421In1,7.11
La2.9553Gd0.0447In1,4.3
La2.952Gd0.048In1,3.48
La2.94Ce0.06In1,5.58
La2.9451Gd0.0549In1,2.71
La2.9394Ce0.0606In1,5.72
La2.92Pr0.18Tl1,6.51
La2.9251Ce0.0749In1,4.42
La2.9234Ce0.0766In1,4.02
La2.91Pr0.09Tl1,7.55
La2.916Pr0.084Tl1,7.7
La2.8Ba3.2Cu6O14.07,13
La2.85Pr0.15Se4,4.81
La2.85Ca0.3Ba2.85Cu6O14.252,22
La2.82Pr0.18S4,4.33
La2.7Pr0.3Se4,3.36
La2.7Gd0.4Ca0.8Ba3.1Cu7O16.537,74
La2.7Ca0.6Ba2.7Cu6O14.186,74
La2.77Ca0.46Ba2.77Cu6O14.246,42
La2.706Pr0.294Tl1,5.25
La2.6Ba3.4Cu6O14.06,26
La2.5Y0.5Ca1Ba3Cu7O16.574,80
La2.5Y0.5Ca1Ba3Cu7O16.552,80
La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,80
La2.5Y0.5Ca1Ba3Cu6.86Fe0.14O16.578,77
La2.5Y0.5Ca1Ba3Cu6.72Fe0.28O16.592,70
La2.5Y0.5Ca1Ba3Cu6.58Fe0.42O16.599,68
La2.5Y0.5Ca1Ba3Cu6.44Fe0.56O16.617,58
La2.5Y0.5Ca1Ba3Cu6.3Fe0.7O16.627,51
La2.5Y0.5Ca1Ba3Cu6.16Fe0.84O16.634,41
La2.5Gd0.5Ca1Ba3Cu7O16.539,80
La2.5Gd0.5Ca1Ba3Cu7O16.359,80
La2.5Ca1Ba2.5Cu6O14.146,79
La2.58Pr0.42S4,2.69
La2.57Ca0.86Ba2.57Cu6O14.2,80
La2.574Pr0.426Tl1,3.92
La2.55Pr0.45Tl1,3.68
La2.4Se4Y0.6,3.92
La2.4S4Y0.6,4.77
La2.4Pr0.6Se4,1.49
La2.4Ca1.2Ba2.4Cu6O14.082,79
La2.4Ba3.6Cu6O14.01,39
La2.406Pr0.594Tl1,2.4
La2.3Yb0.1Ba2.3Ca0.2Cu5O11.805,25
La2.3Gd0.7Ca1Ba2.8Sr0.2Cu6.86In0.14O16.536,72
La2.3Gd0.6Ca1.2Ba2.9Cu7O16.543,80
La2.375Ca1.25Ba2.375Cu6O14.062,78
La2.2Ba3.8Cu6O13.86,52
La2.25Pr0.75Tl1,1.24
La2.25Pr0.75Se4,0.76
La2.25Ca1.5Ba2.25Cu6O13.93,74
La2.1Yb0.2Ba2.1Ca0.4Cu5O11.802,47
La2.1Y0.7Ca1.4Ba2.8Cu7O16.433,79
La2.1Gd0.9Ca1Ba2.6Sr0.4Cu6.72In0.28O16.54,65
La2.1Gd0.7Ca1.4Ba2.8Cu0.7O16.471,79
La1Zn1,1.04
La1Tl3,1.566666667
La1Tl2.25Sn0.75,1.05
La1Tl2.19Pb0.81,1.37
La1Tl1.5Sn1.5,1.5
La1Tl1.5Pb1.5,1.75
La1Tl0.75Sn2.25,1.19
La1Tl0.24Pb2.76,4.46
La1Te1,1.48
La1Sn3,6.358285714
La1Sn2,3.6
La1Si2,1.6
La1Si10,6.7
La1Se1,1.02
La1Sb2,0.8
La1S1,0.84
La1Ru4Sb12,3.293333333
La1Ru4P12,6.923333333
La1Ru4As12,10.3
La1Ru3Si2,7.316
La1Ru3Os1P12,7
La1Ru3.5Si2,7.6
La1Ru2Zn20,0.2
La1Ru2Si2,3.5
La1Ru2P2,3.933333333
La1Ru2P1.6B0.4,2
La1Ru2Os2P12,7
La1Ru2.97Fe0.03Si2,6.22
La1Ru2.94Fe0.06Si2,4.58
La1Ru2.94Co0.06Si2,6.62
La1Ru2.925Fe0.075Si2,3.12
La1Ru2.9175Fe0.0825Si2,2.51
La1Ru2.85Co0.15Si2,6.45
La1Ru2.76Co0.24Si2,6.04
La1Ru2,3.7032
La1Ru1.5Sn4.5,3.9
La1Rh5,1.62
La1Rh4Si2B1,8
La1Rh3B2,2.57
La1Rh3,2.6
La1Rh2Si2,1.658
La1Rh1Sn1,1.916666667
La1Rh1Si3,2.245
La1Rh1Si1,4.35
La1Rh1Sb1,2.1
La1Rh1P1,2.5
La1Rh1Bi1,2.36
La1Rh1Al1,2.4
La1Pt4Ge18,32.5
La1Pt4Ge15,4.98
La1Pt4Ge14,5.4
La1Pt4Ge13,7.92
La1Pt4Ge12,8.253333333
La1Pt3Si1,0.3
La1Pt3P1,1.5
La1Pt2Si2,1.4325
La1Pt2Ge2,0.48
La1Pt2Ge1.8Sn0.2,1.3
La1Pt2B2C1,10.25
La1Pt2.2B2C1,6.5
La1Pt2.1B2.4C1.2,10.35
La1Pt2,0.23
La1Pt1Si3,1.52
La1Pt1Si1,3.833333333
La1Pt1Ge1,3.4
La1Pt1B1N1,6.7
La1Pt1.9Ge2.1,1.67
La1Pt1.97Ge2.03,0.83
La1Pt1.94Ge2.06,0.95
La1Pt1.8Ge2.2,1.95
La1Pt1.85Ge2.15,1.86
La1Pt1.5Au0.6B2C1,10.2
La1Pt1.5Au0.6B2.4C1.2,11
La1Pt1.5Au0.5B2C1,10.65
La1Pt0.9Ni0.1Si1,3.23
La1Pt0.8Ni0.2Si1,2.82
La1Pt0.7Ni0.3Si1,2.775
La1Pt0.6Ni0.4Si1,2.63
La1Pt0.5Ni0.5Si1,2.285
La1Pt0.4Ni0.6Si1,1.945
La1Pt0.3Ni0.7Si1,1.655
La1Pt0.1Ni0.9Si1,1.275
La1Pr0.85Sr0.15Cu1O4,28
La1Pd2Si2,0.39
La1Pd2Sb2,1.3
La1Pd2P2,0.75
La1Pd2Ge2,1.04
La1Pd2Ge1.9Sn0.1,1.25
La1Pd2Ge1.96Sn0.04,0.82
La1Pd2Ge1.92Sn0.08,1.44
La1Pd2As2,0.97
La1Pd2Al3,0.85
La1Pd1Si3,2.625
La1Pd1Sb2,2.7
La1Pd0.8Sb2,3.25
La1Pd0.8Bi2,2.865
La1Pd0.85Bi2,2.1
La1Pd0.6Ge0.14,2.8
La1Pb3,4.086666667
La1Pb2.25Sn0.75,1.11
La1Pb1.5Sn1.5,1.18
La1Pb0.75Sn2.25,2.54
La1Os4Sb12,0.80775
La1Os4P12,0.9
La1Os4As12,3.2
La1Os2Ru2P12,7
La1Os2,7.575
La1Os1Ru3P12,7
La1Ni2P2,2.6
La1Ni2Ge2,0.345
La1Ni1Sn1,0.59
La1Ni1Si1,1.23
La1Ni1Sb2,1
La1Ni1P1O1,3
La1Ni1Ga2,1.97
La1Ni1C2,2.89
La1Ni1Bi1O1,5.5
La1Ni1B1N1,1.96
La1Ni1As1O1,2.71
La1Ni1As1H0.17O0.83,3.68
La1Ni1As1H0.08O0.92,3.76
La1Ni1As1F0.1O0.9,3.9
La1Ni1As1F0.12O0.88,3.59
La1Ni1As1F0.06O0.94,3.64
La1Ni0.9Cu0.1C2,3.24
La1Ni0.95Cu0.05C2,3.15
La1Ni0.8Cu0.2C2,3.45
La1Ni0.85Cu0.15C2,3.31
La1Ni0.84Bi2.04,4.41
La1Ni0.75Cu0.25C2,3.48
La1Ni0.72Bi2,4.05
La1Ni0.65Bi2,4
La1Nd0.9Ce0.1Cu1O3.974,19.9
La1Nd0.91Ce0.09Cu1O3.97,15.7
La1Nd0.89Ce0.11Cu1O3.978,19.8
La1Nd0.87Ce0.13Cu1O3.975,16.8
La1Nd0.86Ce0.14Cu1O3.978,16
La1Nd0.85Ce0.15Cu1O4,8.8
La1N1,1.175
La1Mo6Se8,11.23333333
La1Mo6S8,6.73
La1Mg2,1.05
La1Ir3B2,1.65
La1Ir2Zn20,0.59
La1Ir2Si2,1.198333333
La1Ir2Ge2,1.5
La1Ir1Si3,1.473333333
La1Ir1Si1,2.3
La1Ir1P1,5.3
La1Ir1As1,3.1
La1In2.25Sn0.75,0.75
La1In1.5Sn1.5,1.19
La1In0.75Sn2.25,0.67
La1Gd1Ba2Ca2Cu6O14.1,79
La1Fe4P12,3.075
La1Fe1P1O1,5.458571429
La1Fe1P1F0.08O0.92,7.8
La1Fe1P1F0.06O0.94,6.8
La1Fe1P1F0.05O0.95,7.21
La1Fe1P1F0.03O0.97,7.8
La1Fe1P0.6As0.8F0.1O0.9,25.3
La1Fe1P0.6As0.6F0.1O0.9,26.9
La1Fe1P0.6As0.4F0.1O0.9,20.86
La1Fe1As1O1.0,10.2
La1Fe1As1O0.89,27.8
La1Fe1As1O0.85,25.76666667
La1Fe1As1O0.7,28.4
La1Fe1As1O0.6,24.4
La1Fe1As1H0.85,35
La1Fe1As1H0.7,32.5
La1Fe1As1H0.6O0.6,35
La1Fe1As1H0.58O0.58,32
La1Fe1As1H0.55,30.5
La1Fe1As1H0.4O0.6,23.9
La1Fe1As1H0.46O0.54,36.2
La1Fe1As1H0.44O0.56,21
La1Fe1As1H0.42O0.58,20.3
La1Fe1As1H0.41O0.59,19.5
La1Fe1As1H0.3O0.7,38
La1Fe1As1H0.36O0.64,36
La1Fe1As1H0.35,29
La1Fe1As1H0.24O0.76,30.1
La1Fe1As1H0.21O0.79,17.8
La1Fe1As1H0.15,27.5
La1Fe1As1H0.08O0.92,28.7
La1Fe1As1F0.6O0.4,40
La1Fe1As1F0.28O0.68,33.5
La1Fe1As1F0.1O0.9,25.06153846
La1Fe1As1F0.18O0.82,14.3
La1Fe1As1F0.13O0.87,25.4
La1Fe1As1F0.11O0.89,26.34666667
La1Fe1As1F0.08O0.9,25.9
La1Fe1As1F0.07O0.93,25.2
La1Fe1As1F0.075O0.925,21.6
La1Fe1As1F0.06O0.94,18
La1Fe1As1F0.05O0.95,23.304
La1Fe1As1F0.055O0.945,7
La1Fe1As0.9Sb0.1F0.2O0.8,28.6
La1Fe1As0.9P0.1F0.05O0.95,23.6
La1Fe1As0.95Sb0.05F0.2O0.8,30.1
La1Fe1As0.8P0.2O1,3.103333333
La1Fe1As0.8P0.2F0.1O0.9,26
La1Fe1As0.8P0.2F0.05O0.95,25.61
La1Fe1As0.7P0.3O1,9.743333333
La1Fe1As0.7P0.3F0.05O0.95,15.75
La1Fe1As0.75P0.25O1,10.3
La1Fe1As0.75P0.25F0.05O0.95,22.38
La1Fe1As0.6P0.4O1,4.3825
La1Fe1As0.6P0.4F0.1O0.9,27
La1Fe1As0.6P0.4F0.05O0.95,19.04
La1Fe1As0.5P0.5F0.05O0.95,21.2
La1Fe1As0.4P0.6F0.1O0.9,21.27
La1Fe1As0.4P0.6F0.05O0.95,24.12
La1Fe1As0.2P0.8O1,11.42
La1Fe1As0.2P0.8F0.1O0.9,8.8
La1Fe1As0.2P0.8F0.05O0.95,10.87
La1Fe1As0.25P0.75O1,7.52
La1Fe1As0.1P0.9O1,5.96
La1Fe1As0.15P0.85O1,11.67
La1Fe0.9Zn0.1As1F0.1O0.9,19.9
La1Fe0.9Ru0.1As1F0.11O0.89,23.65
La1Fe0.9Rh0.1As1O1,14
La1Fe0.9Ir0.1As1O1,10.9
La1Fe0.9Co0.1As1O1,11.02
La1Fe0.99Zn0.01As1O0.85,10.04
La1Fe0.999Mn0.001As1F0.11O0.89,10.33666667
La1Fe0.9997Mn0.00025As1F0.11O0.89,22.8
La1Fe0.99975Mn0.00025As1F0.11O0.89,23.8
La1Fe0.99925Mn0.00075As1F0.11O0.89,15.35
La1Fe0.9975Mn0.0025As1F0.11O0.89,10.1
La1Fe0.995Zn0.005As1O0.85,14.1
La1Fe0.991Zn0.009As1F0.08O0.9,15.6
La1Fe0.98Zn0.02As1O0.85,4.32
La1Fe0.98Zn0.02As1F0.1O0.9,25.5
La1Fe0.98Ru0.02As1F0.11O0.89,27.4
La1Fe0.98Co0.02As1F0.11O0.89,10.3
La1Fe0.9875Co0.0125As1F0.11O0.89,24.5
La1Fe0.985Zn0.015As1O0.85,6.01
La1Fe0.985Zn0.015As1F0.08O0.9,0.2
La1Fe0.985Ru0.015As1F0.11O0.89,27.5
La1Fe0.982Zn0.018As1F0.28O0.68,19.6
La1Fe0.97Ru0.03As1F0.11O0.89,25.6
La1Fe0.975Co0.025As1O1,8.58
La1Fe0.973Zn0.027As1F0.28O0.68,12.2
La1Fe0.96Ni0.04As1O1,6.5
La1Fe0.95Zn0.05As1F0.1O0.9,25.4
La1Fe0.95Rh0.05As1O1,12
La1Fe0.95Ir0.05As1O1,7.18
La1Fe0.95Co0.05As1O1,12.01
La1Fe0.95Co0.05As1F0.11O0.89,16.1
La1Fe0.951Zn0.049As1F0.28O0.68,1
La1Fe0.925Ir0.075As1O1,11.85
La1Fe0.925Co0.075As1O1,12.66
La1Fe0.918Zn0.082As1F0.28O0.68,8.2
La1Fe0.905Zn0.095As1F0.28O0.68,3.5
La1Fe0.8Zn0.2As1F0.15O0.85,25.5
La1Fe0.8Ru0.2As1F0.11O0.89,19.7
La1Fe0.89Co0.11As1O1,14
La1Fe0.875Ir0.125As1O1,4.56
La1Fe0.875Co0.125As1O1,6.6
La1Fe0.85Zn0.15As1F0.1O0.9,19.9
La1Fe0.85Ru0.15As1F0.11O0.89,23.6
La1Fe0.85Rh0.15As1O1,14
La1Fe0.85Co0.15As1O1,3
La1Fe0.7Ru0.3As1F0.11O0.89,17.75
La1Fe0.75Ru0.25As1F0.11O0.89,17.6
La1Fe0.5Ru0.5As1F0.11O0.89,13.6
La1Fe0.4Zn0.6As1F0.15O0.85,24.6
La1Fe0.2Zn0.8As1F0.15O0.85,23.9
La1F0.5Bi1S2O0.5,9.25
La1F0.05Fe1As1O0.95,26
La1Er1Ba2Ca2Cu6O14.122,79
La1Cu1Sb2,0.9
La1Cu1O4,23
La1Co1.4Fe0.6B2,4
La1Ca1Ba1Cu3O7,69
La1C2,1.7475
La1Bi1Se2F0.5O0.5,3.296
La1Bi1Se1S1F0.5O0.5,3.6
La1Bi1Se1S1F0.5,5.24
La1Bi1S2F0.9O0.54,4.55
La1Bi1S2F0.7O0.54,4.46
La1Bi1S2F0.7O0.3,7.86
La1Bi1S2F0.6O0.4,9.5
La1Bi1S2F0.5O0.5,4.817058824
La1Bi1S2F0.4O0.6,10.26
La1Bi1S2F0.3O0.77,3.1
La1Bi1S2F0.2O0.8,7.11
La1Bi1S1Se1F0.5O0.5,3.78
La1Bi1S1.8Se0.2F0.5O0.5,2.19
La1Bi1S1.6Se0.4F0.5O0.5,2.5
La1Bi1S1.4Se0.6F0.5O0.5,3
La1Bi1S1.2Se0.8F0.5O0.5,3.7
La1Bi1S0.8Se1.2F0.5O0.5,3.6
La1Bi1S0.6Se1.4F0.5O0.5,3.01
La1Bi1Pt1,0.9
La1Ba2Cu3O7,89.6
La1Ba2Cu3O6.95,74
La1Ba2Cu3O6.89,76
La1Ba2Cu3O6.85,93
La1Ba2Cu2.9O6.82,45
La1Ba2Cu2.9O6.8,45
La1Ba2Cu2.95Co0.05O6.94,40.5
La1Ba1Sr1Cu3O7.01,41.5
La1Ba1Sr1Cu3O6.94,57
La1Ba1Cu2.94Co0.06O7,57
La1Ba1Cu2.88Co0.12O7,40
La1Ba1Cu2.82Co0.18O7,14
La1Ba1Ca1Cu3O7,66
La1Ba1Ca1Cu3O6.99,75
La1Ba1Ca1Cu3O6.98,76.35
La1Ba1Ca1Cu3O6.856,66
La1Ba1Ca1Cu2.9Ni0.1O6.85,45
La1Ba1Ca1Cu2.8Ni0.2O6.837,30
La1Ba1Ca1Cu2.7Ni0.3O6.848,28
La1Ba1Ca1Cu2.6Ni0.4O6.854,24
La1Ba1.87Ca0.13Cu3O6.923,82
La1Ba1.75Sr0.25Cu3O6.946,72.5
La1Ba1.75Ca0.25Cu3O6.951,80
La1Ba1.5Sr0.5Cu3O6.967,65.2
La1Ba1.5Sr0.5Cu3O6.948,57.1
La1Ba1.5Sr0.5Cu3O6.902,54
La1Ba1.5Ca0.5Cu3O7.112,72
La1Ba1.5Ca0.5Cu3O7.079,76
La1Ba1.5Ca0.5Cu3O7.011,78
La1Ba1.5Ca0.5Cu3O6.96,79.9
La1Ba1.5Ca0.5Cu3O6.85,76
La1Ba1.5Ca0.5Cu3O6.79,40
La1Ba1.4Ca0.6Cu3O6.9,74
La1Ba1.3Ca0.7Cu3O6.92,73
La1Ba1.2Ca0.8Cu3O6.95,74
La1Ba1.25Sr0.75Cu3O6.996,54.1
La1Ba1.25Ca0.75Cu3O6.958,79.9
La1Ba1.1Ca0.9Cu3O7.02,75
La1Ba0.9Ca1.1Cu3O7.05,71
La1Ba0.8Ca1.2Cu3O7.11,60
La1Al2,3.23
La1Al1.995Si0.005,2.9
La13Ga8Sb21,2.4
La1.9Yb0.3Ba1.9Ca0.6Cu5O11.797,60
La1.9Th0.1C1.35,12.7
La1.9Sr0.1Cu1O4.023,40
La1.9Sr0.1Cu1O4.018,40
La1.9Sr0.1Cu1O4.01,29
La1.9Sr0.1Cu1O3.997,32
La1.9Sr0.1Cu1O3.98,29.5
La1.9Sr0.1Cu1H0.1O4,28.9
La1.9Sr0.1Cu0.99Zn0.01O4,11.59
La1.9Sr0.1Cu0.99Ni0.01O4,12.3
La1.9Sr0.1Cu0.9975Zn0.0025O4,23.655
La1.9Sr0.1Cu0.995Zn0.005O4,19.645
La1.9Sr0.1Cu0.9925Zn0.0075O4,14.865
La1.9Sr0.1Cu0.98Zn0.02O4,1
La1.9Sr0.1Cu0.97Ni0.03O4,3.65
La1.9Sr0.1Cu0.975Ni0.025O4,3.65
La1.9Sr0.1Cu0.95Li0.05O4,20
La1.9Sr0.1Ca1Cu2O6.03,43
La1.9Sm0.1Cu1O4,25
La1.9Pr0.1Ca0.2Ba2Cu4.2O9.8786,25.5
La1.9Gd1.1Ca1Ba2.4Sr0.6Cu6.58In0.42O16.554,58
La1.9Gd0.1Ba2Ca0.2Cu4.2O9.839,15
La1.9Er0.1Ba2Ca0.2Cu4.2O9.85,18
La1.9Ca0.1Cu1O4,20.5
La1.9Ca0.1Cu1O3.967,20
La1.9Ba0.1Cu0.99Zn0.01O4,9.8
La1.9Ba0.1Cu0.99Ni0.01O4,17
La1.9Ba0.1Cu0.99Ga0.01O4,14.3
La1.99Sr0.01Cu1O4.13,40
La1.98Sr0.02Cu1O4.09,40
La1.985Sr0.015Cu1O4.032,26
La1.985Sr0.015Cu1O4.024,16
La1.97Sr0.03Cu1O4.06,39
La1.96Sr0.04Cu1O4.05,40
La1.96Na0.4Cu1O4,31
La1.95Bi0.05Cu1O4.075,25.7
La1.95Bi0.05Cu1O4.0635,34.9
La1.95Bi0.05Cu0.99Zn0.01O4.093,22.7
La1.95Bi0.05Cu0.99Zn0.01O4.0628,24.2
La1.94Sr0.06Cu1O3.995,6.5
La1.94Ba0.04Cu1O4,4
La1.945Rb0.055Cu1O4,22
La1.943Sr0.178Cu1O4,34.3
La1.943Sr0.13Cu1O4,33.3
La1.943Sr0.115Cu1O4,24.9
La1.943Sr0.089Cu1O4,24.6
La1.943Sr0.076Cu1O4,16.5
La1.943Sr0.057Cu1O4,4.51
La1.93Sr0.07Cu1O4,17.2
La1.937Sr0.063Cu1O4,11.7
La1.936Ce0.064Cu1O4,13.8
La1.935K0.065Cu1O4,20
La1.935Ca0.065Cu1O4,5.55
La1.934Ba0.066Cu1O4,22.6
La1.931Sr0.069Cu1O4,12
La1.92Sr0.08Cu1O3.994,20.3
La1.92Sr0.08Cu0.99Ni0.01O4,0.001
La1.92K0.08Cu1O4,21
La1.92Ca0.08Cu1O4,15
La1.929Na0.071Cu1O4,28
La1.925Sr0.075Cu1O4,18.26666667
La1.925Ca0.075Cu1O4,9.2
La1.925Ba0.075Cu1O4,24
La1.922Ba0.078Cu1O4,24.95
La1.91Ce0.09Cu1O4,20.35
La1.91Ca0.09Cu1O4,20
La1.914Sr0.086Cu1O4,22.25
La1.913Sr0.087Cu1O4,25
La1.912Ca0.0875Cu1O4,16
La1.909Ce0.091Cu1O4,30.3
La1.906Ba0.094Cu1O4,32
La1.905Ba0.095Cu1O4,29
La1.903Ba0.097Cu1O4,26
La1.901Ba0.099Cu1O4,12.3
La1.8Sr0.2Cu1H0.1O4,35.5
La1.8Sr0.2Cu0.9975Zn0.0025O4,30.2
La1.8Sr0.2Cu0.995Zn0.005O4,22.8
La1.8Sr0.2Cu0.995Fe0.005O4,25.5
La1.8Sr0.2Cu0.9952Zn0.0048O4,28.6
La1.8Sr0.2Cu0.9928Zn0.0072O4,27
La1.8Sr0.2Cu0.98Zn0.02O4,19.06666667
La1.8Sr0.2Cu0.98Ru0.02O4,15.6
La1.8Sr0.2Cu0.9883Zn0.0117O4,23.6
La1.8Sr0.2Cu0.983Zn0.017O4,19.8
La1.8Sr0.2Cu0.9777Zn0.0223O4,15.7
La1.8Sr0.2Cu0.9753Zn0.0247O4,13.7
La1.8Sr0.2Cu0.9727Zn0.0273O4,11.1
La1.8Sr0.2Cu0.9703Zn0.0297O4,9
La1.8Sr0.2Cu0.96Zn0.04O4,2.3
La1.8Sr0.2Cu0.96Ni0.04O4,4.925
La1.8Sr0.2Cu0.9676Zn0.0324O4,5.5
La1.8Sr0.2Cu0.65Ni0.35O4,8
La1.8Sr0.2Ca1Cu2O6.03,51
La1.8Sr0.2Ca1Cu2O5.98,60
La1.8Sr0.2Ca1Cu2O5.96,54
La1.8Sr0.15Na0.05Cu1O4,37
La1.8Pr0.2Cu1O4.0631,20.2
La1.8Pr0.2Ca0.4Ba2Cu4.4O10.7348,35.4
La1.8Nd0.2Cu1O4.093,25.6
La1.8Nd0.2Cu1O4.086,35.9
La1.8Nd0.2Cu1O4.071,34.8
La1.8Nd0.2Cu1O4.07,35.3
La1.8Nd0.2Cu1O4.0641,25.1
La1.8Nd0.2Cu1O4.059,26.7
La1.8Nd0.2Cu1O4.04,26.3
La1.8Nd0.2Cu1O4.025,15.9
La1.8Nd0.2Cu0.99Zn0.01O4.086,35.6
La1.8Nd0.2Cu0.99Zn0.01O4.0631,4.87
La1.8Nd0.1Ba0.1Cu1O4,22
La1.8Nd0.05Ca0.074Ba0.076Cu1O4.01,23.7
La1.8Nd0.05Ca0.074Ba0.076Cu1O4,2.05
La1.8K0.2Cu1O4,41
La1.8Gd0.2Ba2Ca0.4Cu4.4O10.344,39
La1.8Er0.2Ba2Ca0.4Cu4.4O10.371,40
La1.8Ca1.032Sr0.168Cu2O6.08,15
La1.8Ca0.2Cu1O4,30
La1.8Ca0.2Cu1O3.917,19.5
La1.89Sr0.11Cu1O3.986,29.2
La1.89Sr0.11Cu0.995Fe0.005O4,14.7
La1.89Na0.11Cu1O4,16
La1.89Ce0.11Cu1O4,27.1625
La1.89Ca0.11Cu1O4,23
La1.898Ba0.102Cu1O4,29
La1.897Ba0.103Cu1O4,14.5
La1.895Sr0.105Cu1O4,26.3
La1.895Ce0.105Cu1O4,24.3
La1.895Ba0.105Cu1O4,33.1
La1.891Ce0.109Cu1O4,28.5
La1.88Sr0.125Cu0.97O4,28.4
La1.88Ce0.12Cu1O4,24.3
La1.88Ca0.12Cu1O4,24
La1.88Ba0.12Cu0.99Ga0.01O4,8.2
La1.889Sr0.111Cu1O4,29.2
La1.888Sr0.112Cu1O4,27
La1.887Sr0.113Cu1O4,29.7
La1.887Ca0.1125Cu1O4,20.1
La1.885Sr0.115Cu1O4,28.414
La1.885Sr0.115Cu0.99Zn0.01O4,8.56
La1.885Sr0.115Cu0.9975Zn0.0025O4,22.46
La1.885Sr0.115Cu0.995Zn0.005O4,17.64
La1.885Sr0.115Cu0.9925Zn0.0075O4,12.45
La1.885Sr0.115Cu0.965Li0.035O4,26.5
La1.885Ca0.115Cu1O4,23
La1.885Ba0.115Cu1O4,13.9
La1.884Ba0.116Cu1O4,21.8
La1.883Sr0.117Cu1O4,33
La1.882Ba0.118Cu1O4,9
La1.882Ba0.118Cu0.99Ni0.01O4,12.7
La1.881Ba0.119Cu1O4,9.3
La1.87Sr0.13Cu0.99Zn0.01O4,18.83
La1.87Sr0.13Cu0.9975Zn0.0025O4,28.92
La1.87Sr0.13Cu0.995Zn0.005O4,26.44
La1.87Sr0.13Cu0.9925Zn0.0075O4,21.02
La1.87Sr0.13Cu0.98Li0.02O4,32.85
La1.87Sr0.125Cu1.07O4,26.4
La1.87Ce0.13Cu1O4,21.83333333
La1.87Ca0.13Cu1O4,28
La1.87Ba0.13Cu1O4,4.96
La1.87Ba0.13Cu0.99Ga0.01O4,4.5
La1.877Ba0.123Cu1O4,23.6
La1.875Sr0.125Cu1O4,30.04
La1.875Ca0.125Cu1O4,23.85
La1.875Ba0.1Sr0.025Cu1O4,6
La1.875Ba0.075Sr0.05Cu1O4,8.8
La1.875Ba0.065Sr0.06Cu1O4,10.4
La1.875Ba0.05Sr0.075Cu1O4,15.25
La1.875Ba0.04Sr0.085Cu1O4,31.7
La1.875Ba0.025Sr0.1Cu1O4,29.65
La1.875Ba0.005Sr0.12Cu1O4,31.1
La1.86Sr0.14Cu0.99Li0.01O4,38.25
La1.86K0.14Cu1O3.97,33
La1.86Ca0.14Cu1O4,32
La1.86Ba0.14Cu0.99Ni0.01O4,11
La1.869Ba0.131Cu0.99Ni0.01O4,7
La1.868Sr0.132Cu1O4,35.5
La1.865Sr0.135Cu1O4,33
La1.865Ce0.135Cu1O4,21.2
La1.865Ba0.135Cu1O4,2.99
La1.862Sr0.138Cu1O4,33
La1.85Sr0.15CuNi0.04O4,2.5
La1.85Sr0.15CuNi0.037O4,6.1
La1.85Sr0.15Cu98Ni0.02O4,21.96
La1.85Sr0.15Cu1O4.05,39
La1.85Sr0.15Cu1O4.03,40
La1.85Sr0.15Cu1O4.022,40
La1.85Sr0.15Cu1O4.01,36
La1.85Sr0.15Cu1O3.998,37
La1.85Sr0.15Cu1O3.993,20
La1.85Sr0.15Cu1O3.987,12
La1.85Sr0.15Cu1H0.1O4,35.4
La1.85Sr0.15Cu1FeO4,39.9
La1.85Sr0.15Cu0.9Mg0.1O4,29.6
La1.85Sr0.15Cu0.99Zn0.01O4,28.36
La1.85Sr0.15Cu0.99Ru0.01O4,20.5
La1.85Sr0.15Cu0.99Ni0.01O4,30.675
La1.85Sr0.15Cu0.99Co0.01O4,25.2
La1.85Sr0.15Cu0.997Fe0.003O4,33.6
